MacroPlot,Site,Plot,Treatment,Year,Species,Status,UV1,Count
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,D,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,D,I,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,D,I,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,D,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,D,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,I,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,I,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,L,I,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2013,LUAL,D,I,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,D,I,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,D,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,D,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Burn_Marin,Marin,MBB 08,Burn,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,I,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,D,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Control_Marin,Marin,MBB 08,Control,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,D,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB8_Mechanical_Marin,Marin,MBB 08,Mechanical,2015,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2009,LUAL,L,M,3
MBB9_Burn_Marin,Marin,MBB 09,Burn,2009,LUAL,L,M,5
MBB9_Burn_Marin,Marin,MBB 09,Burn,2009,LUAL,L,M,8
MBB9_Burn_Marin,Marin,MBB 09,Burn,2009,LUAL,L,M,12
MBB9_Burn_Marin,Marin,MBB 09,Burn,2009,LUAL,L,M,3
MBB9_Control_Marin,Marin,MBB 09,Control,2009,LUAL,L,M,3
MBB9_Control_Marin,Marin,MBB 09,Control,2009,LUAL,L,M,2
MBB9_Control_Marin,Marin,MBB 09,Control,2009,LUAL,L,M,13
MBB9_Control_Marin,Marin,MBB 09,Control,2009,LUAL,L,M,16
MBB9_Control_Marin,Marin,MBB 09,Control,2009,LUAL,L,M,2
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2009,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2009,LUAL,L,M,3
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2009,LUAL,L,M,5
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,I,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,M,3
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,M,5
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,M,7
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,M,9
MBB9_Burn_Marin,Marin,MBB 09,Burn,2010,LUAL,L,M,2
MBB9_Control_Marin,Marin,MBB 09,Control,2010,LUAL,L,M,2
MBB9_Control_Marin,Marin,MBB 09,Control,2010,LUAL,L,M,3
MBB9_Control_Marin,Marin,MBB 09,Control,2010,LUAL,L,M,12
MBB9_Control_Marin,Marin,MBB 09,Control,2010,LUAL,L,M,10
MBB9_Control_Marin,Marin,MBB 09,Control,2010,LUAL,L,M,2
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2010,LUAL,L,M,2
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2010,LUAL,L,M,5
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUPIN,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2011,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2011,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2011,LUAL,L,I,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2011,LUAL,L,I,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2011,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2011,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,D,,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,D,,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUPIN,D,,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,D,,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,D,,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,D,,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2012,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,I,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,I,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,D,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,D,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,D,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,D,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,I,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Burn_Marin,Marin,MBB 09,Burn,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,D,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,I,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Control_Marin,Marin,MBB 09,Control,2013,LUAL,L,M,1
MBB9_Mechanical_Marin,Marin,MBB 09,Mechanical,2013,LUAL,L,M,1
